,answer,author,question,topic
45,"It is possible, but it is also very difficult.
I have a personal interest in this, not with fortnite, but Call-of-duty. I think the graphics on fortnite are too cartoony for me, sorry. If I can do it with something like Call-of-duty you can do it with fortnite.
You would use a collection of Q-networks, similar to what was done on Doom, see the ViZ-Doom work by Intel:
Getting caught:
If done properly it would be very difficult for them to detect and ban you with this new method since the AI is literally reacting to the pixels in real-time and predicting game play outputs (controls). The only way you would get caught would be if the AI learned some bizarre type of game play, like spinning when you walk into a room and getting perfect head shots. That would cause people to start chatting about it, and eventually they would figure it out and call attention to your user/account.
Teaching The Machine:
We always recommend: crawl, walk, run with AI projects. So to crawl you would want to break down the tasks where coordination/automation are useful for you. That could be gathering, sniping, or hip-firing. It would be something very specific. Once you figure out what that is you would need to record hours and hours of game play. Ideally, something really high like 100hrs of game play.
THIS IS THE HARD PART: The hard part is not recording the game play, the hard part is recording ALL of the controller outputs and assigning a fitness/score to the behavior. You would have to get passed the controller/sniffing hurdle that makes this hard for people like me. You also would have an interest in learning from a bunch of people. So if I had a big budget for this project I would buy 10–100xboxes and set them up to record video and controller game play. I would then pass them around to really good kids with better hand/eye coordination and a lot more game time than me. I would collect all of that data and begin training Q-networks on them. Once we were pleased enough with the gather-bot, sniper-bot, hip-fire bot errors we would begin testing them live on these modified xboxes. Ideally, give the testers a switch where they could toggle between automated control and human control. For example, you walk into a room and see someone, flip your AI bot on for combat and turn it off after everyone is dead. Then you would graduate to automated control (i.e. oh, I see someone, I’ll take it from here, now that I’m done you can have the controls back).
Human Initialization:
This is important to point out. Normally with Q-networks the computer learns by playing millions of games with random starting points. This means the initial game play is very bizarre. Eventually, the AI gets lucky and starts learning by accidentally shooting a monster or picking up a health kit. With my proposed training procedure the AI would be leveraging human game play as a starting point, so no random initialization.
There is a very near future where I will have a peta-flop assist with my sniping, hip firing, and room sweeping. It will be a very sad day for the 8yr old kids out there. It will also be a very scary thing to watch because it might give you a preview of how an autonomous humanoid might sweep a room in a combat situation.
When the computer surprised us with alpha-go-zero moves nobody browned their pants, with this they will start to.
6.3k Views · View 48 Upvoters",Ben Taylor,"Is it possible to create an AI to play fortnite? If so, how?",Artificial Intelligence
46,"Thanks for the A2A, Alecia Li Morgan !
2018 is quite a fun year to be a machine learning engineer (MLE). There are so many tools, platforms and resources available, MLEs can focus their time on solving problems critical to their field or company instead of worrying about building platforms and hand rolling numerical algorithms.
Google Cloud has easy means of building and deploying TensorFlow models including their new TPU support in beta, AWS has an ever evolving suite of deep learning AMIs and Nvidia has a great deep learning SDK. In parallel, Apple’s coreML and Android’s NN API make is simpler and faster to deploy models on phones; this will continue to push the boundary for developing and releasing ML apps.
With all of the above, there is healthy competition among big players in the cloud space pushing the whole ecosystem forward. And yet, most of them are finding ways to collaborate towards open standards like ONNX. Such collaboration empowers researchers and engineers to quickly prototype models and share results across platforms and languages.
Professional development and education has never been easier with the growth of open resources to share ML knowledge. ArXiV (and bioArXiV) continues to grow its adoption, Coursera courses span linear algebra, machine learning and deep learning, and countless blog posts are published everyday with amazing visualizations and interpretations of modern research. It’s a great year to learn!
That said, it’s not all sunshine and rainbows. There are still plenty of challenges in 2018, in no particular order:
There’s a heavy bias towards treating deep learning as a hammer. I frequently speak with individuals who are deep learning specialists; folks who don’t know what a SVM is, but can perfectly recall the VGGNet architecture. This is certainly not true of everyone, but I feel the average MLE solution is trending towards “how do I apply CNNs or LSTMs to this problem?”
Keeping on top of research is getting exponentially harder as the field grows. I try to set aside a few hours a week to read papers, but this is no where near sufficient to get through a tenth of the papers published. Similarly, much of the low hanging fruit in supervised computer vision and natural language understanding has been picked. There are now deployed apps for recognizing objects, synthesizing speech and translating signs in foreign languages - all of which perform at human level accuracy. This is awesome for consumers of these applications, but makes it difficult for MLEs to make step-function improvements.
MLEs still spend significant time data wrangling, that is, getting data from some raw format into a matrix. There are great tools, databases, queues and ETL frameworks to help with this, but fundamentally data wrangling still involves manually writing per-problem schemas, partitions, etc..
Large companies across technology, finance and healthcare have advantages over smaller players through their access to customer data. As education, models and software have become shared with the public, data has grown into a valuable commodity.
Privacy concerns are at an all time high. Privacy is an important aspect of any software system, but it comes with a tradeoff in model accuracy. The more MLEs know about you, the better they can recommend content, target ads, suggest healthcare treatments and drive your cars. There’s a lot of interesting research into differentially private machine learning algorithms. I’m really curious to see how this impacts the industry.
There’s a continual debate on the need for interpretability in machine learning including this panel discussion from 2017. I think it’s problem dependent. There are problems in diagnostic predictions where doctors will want to know why an agent is suggesting a treatment course. And autonomous vehicle architects may want to introspect into their models to better understand failure modes. But when, where and how to enforce interpretability is an open question.
There’s a lot of talk about two, polar opposite futures: a second AI winter and artificial general intelligence taking over the world. I won’t use this answer to comment on either, but there are MLEs who talk about both sides of both problems and it leads to continual debates. Discussing the future of ML is not inherently bad, it helps spark ethical discussions that are more relevant to today’s research and it helps the ML community reach out to a broader audience. But debates without objective data can be quite distracting and incorrectly interpreted by the wider public.
14.2k Views · View 113 Upvoters · Answer requested by
Alecia Li Morgan",Joe Isaacson,What is it like to be a machine learning engineer in 2018?,Artificial Intelligence
47,"Ok, so you are getting a lot of naysayers telling you you are wasting your time and a lot of very general, nonspecific support, but how about some actual usable instructions! The truth is that image classification isn’t an impossible task these days. So long as you aren’t doing anything too crazy, you don’t even have to reinvent the wheel. Rather, you can train over a known effective network architecture. Most of the time, you can even keep the weights! So, I’m doing this on my phone on my way out the door from work so I’m not going to actually include the code here. You can find tutorials for this kind of stuff online and they will have code you can use to start playing around. I’m just going to give you the basics and I’ll include some links to code examples at the bottom to get you started.
Ok, so to start, download python 3.6. You will want to select the option to put it in your path and then, once it is done, open the command prompt (or terminal if you are on a Mac). Using pip, install tensorflow and keras. (Pip install tensorflow; pip install keras). Open your favorite python editor (I’m partial to spyder), and you can use keras.applications to download a pretrained convolutional neural network. They have all of the previous winners of the imagenet challenge so the gold standards in image classification are almost all there. VGG16 is a good one because it’s easy to find and understand it’s macro-architecture and there are a lot of tutorials online for working with it already.
Import your model with the top layers removed. You can look at the macro-architecture to see what layers you need to strip (for vgg16 it’s the last 4). You should take off everything after the convolutional layers (all the linear ones need to go.) Manually re-add these layers to the model. At a minimum, you have to modify the number of nodes in the top layer to match the number of image classes in your dataset, but you can make other changes if you want to.
Ok, so now you have a model. When you import your model, you will have some choices to make. The big one is whether you want to train the network from scratch or transfer train. Here’s the idea. A convolutional neural network has two basic parts. The bottom layers, usually a combination of convolutional and pooling layers, find features of interest for classing our images. The top layers use these features to figure out which class the images belong to. The standard models tend to be really good feature getters already, so you usually only have to retrain the top layers. If you have a lot of time and a lot of training data, you can train the whole thing from scratch but it’s usually not necessary. If you want to train from scratch, set your weights to “NONE”. Otherwise, set them to “imagenet”.
The next step is to get data. Even for transfer training, you want at least a couple hundred images per class. Whatever you get for training, get another 40% of that to split between validation and testing as well. When you are saving the images, preferably automatically with something like a selenium script, you want to save them to subdirectories associated with their image class. So a hot dog may go into training/hotdog. Now it’s time to write up the trainer. You can find a million examples of keras convnet trainer code online. It will consist of a data generator that grabs your images from the folder and, optionally, manipulates them by adding things like rotation and noise, a compiler for the network, and a fit generator to fit the data.
Once the convnet is done, You need to get the nutrition facts for everything your network can identify and put them into a sql database and write a program to query the database based on the answer returned by the network.
Now, fair warning, this is not going to be a million dollar app right off the bat. What you want to do, if you want it to be production quality, will take months or years of research and work, especially starting with no programming experience. It will, however, teach you a lot about programming and neural nets, and may be a jumping off point for gaining the skills needed to build a million dollar app later on.
Code samples and tutorials
Applications - Keras Documentation
Fine-tuning a Keras model. Updated to the Keras 2.0 API.
A Comprehensive guide to Fine-tuning Deep Learning Models in Keras (Part I)
2.2k Views · View 24 Upvoters",Jeremiah Blondin,I’m a high school student who wants to make an image recognition app that takes a photo of your food and gives you a nutrition breakdown and number of calories. I have no formal CS background. What CS and AI topics should I study to get this done?,Artificial Intelligence
48,"I’ll try to offer a different perspective on this topic. Although it’s true that ML is at its core just a collection of algorithms trained with data, that answer seems to ignore the importance of algorithms. More specifically the importance of designing and using efficient algorithms. It should be noted that not all algorithms are created equal. Some are much faster and use less memory than others. Although we are used to cheap and fast hardware being readily available, algorithm efficiency should not be ignored.
The reason for this is scale. A difference in computational time of 1 millisecond might not sound like much when you talk about single queries, but it adds up when you try to scale that model and let it handle several 100,000 queries per second. We’re used to having new exponentially faster and cheaper hardware come out every year, but we’re also making our ML/AI applications do more stuff. The more tasks we want our devices to perform the more important algorithms become as small differences in efficiency add up and can have dramatic effects on our resource usage. The impact of algorithms can be felt not only on our need for ever faster hardware but also on our pockets. That's why news like DeepMind AI Reduces Google Data Centre Cooling Bill by 40% | DeepMind are such a big deal. The cloud already makes up 10% of the world’s power consumption. As the use of ML increases (and the usage of cloud computing also increases) more efficient algorithms will become more important than ever. Reducing our power consumption by 40% will not only save us money but it’s also good for the environment as every watt saved is one CO2 emission saved as well.
So in summary: efficient ML algorithms reduce costs, memory usage, energy consumption and CO2 emissions.
3.4k Views · View 11 Upvoters · Answer requested by
Caleb Kious",Tony Petrov,Why are algorithms important for machine learning?,Artificial Intelligence
49,"The Chinese have a number of advantages over the west, and in particular the US.
US primary education is quite low, which means that by the time a student gets to college, he is behind the students in a large percentage of the world.
China has emphasized technical education, while in the US there is not a lot of interest in technical degrees since there is little pay benefit for all the extra work, and very little public recognition for people in the math, science, and engineering. A lot of the technical students in US colleges are not American, and they are now less likely to stay in the US to work. By 2030 so many of the engineers and scientist in this country will retire and there are not enough people in the pipeline to replace them. For many companies, they cannot hire non-US citizens because the work is considered critical for US technology lead, and there is fear that non-nationals will steal the technology. This will mean that for a lot of positions the less qualified will be working them because there will be a lot of competition for US Citizens that are the most qualified.
One of the most important reasons the US was so successful in the first part of the 20th century was that it led the world by a wide margin in manufacturing technology. It was efficient mass production, and the use of interchangeable part that created the American success, not the newest technology. Today there is an American emphasis on the Wunderwaffe. The funny thing is that the US made fun of the Nazis and their wonder weapons, and yet today it is doing exactly the same thing. The Model-T was so successful because is was so cheap to manufacture, yet most of the American weapons today are manufactured the same way that the Germans manufactured their weapons in WW2, and it did not use the American production line. Low production means that building an efficient production line does not make sense, so small numbers are basically built by hand, and thus the product is extremely expensive for what you get.
American workers quite often seem to feel that they are entitled to a good job, and resent having to work the job they have to. Look at the Carrier plant that Trump supposedly saved and the factory is having issues with their work force. This is not helped by the fact that so many American graduate from college and are not able to find a job that one would expect to be able to get with a college degree.
The US if falling well behind in patents. China has grown phenomenally in the number of patents, and I believe Japan is still number 2, with the US trailing. So soon it will be the US stealing from China and Japan.
US has put way too much emphasis on the stock market as a measure of success. This is a really bad measure and that it continues to climb gives Americans the false sense of American Success. With interest rates so low, in fact it is probably below the real inflation rate, and with the tax cuts to the rich, there is lots of money that needs to invested, so it gets invested in the stock market (or property), tremendously overvaluing it. When it finally falls it is going to make 2007 look good.
The US has put way to much emphasis on unemployment numbers being a measure of success. The unemployment numbers do not indicate job quality, or even the real unemployment number. It would be much better to use a measure of the percentage of people working than the current unemployment numbers. People leave the unemployment numbers when they cannot find work, and give up, or cannot find work that they are willing to do. There are lots of jobs available but Americans do not like the work conditions, or the type of work, or the location…they are spoiled.
In truth the Chinese on average seem to be smarter than Americans with the average American scoring 98 (and that is worse in the red states than the blue states), whereas China rates 100, and Hong Kong rates 107 (with Japan, South Korea, and Taiwan just below them). Pretty sad. Even the British are smarter than Americans, and the Germanic countries are above that.
46.8k Views · View 334 Upvoters · View Sharers",Clifford Nelson,"""Made in China 2025"" list contains semiconductors, A.I., fighter jet engines etc. How can China possibly, in just 7 more years, acquire these technologies? Is CCP fooling everyone with yet another communist propaganda?",Artificial Intelligence
50,"This is a fantastic question, and one that keeps many a researcher up at night!
Let me respond to the question with a series of questions (helpful, right?). What even is common sense? How will we know when we’ve adequately modeled common sense?
By one definition, this type of reasoning involves deductions that make use of some grounded, oftentimes perceptual notion of the world.
How do I know that I need to place objects on a table? Well, in my grounded understanding of the world, I know that when I don’t place an object on a supported surface, it falls, which I don’t want.
So, what are people today actually working on with regards to modeling common sense reasoning?
There’s a fantastic survey paper written fairly recently by a collection of cognitive scientists in which they describe a few elements they regard as core to humanlike reasoning. These include:
Intuitive physics. Consider this scenario: when presented with a picture of an arbitrary tower of blocks, how do we know if the tower will be stable? This ability essentially models our ability to leverage perceptual, language-based, and visual understanding to make deductions about the physical world.
Learning as rapid model building. Humans are very fast inference engines that can quickly adapt to and solve new tasks when presented with unknown inputs. They can often do this with very few training examples (consider that as a counterpoint to the data-hungry monsters that are modern-day deep learning systems). There’s an exciting line of work where researchers built a system that could generate new examples of a never-before-seen concept with just a single training example as follows:
Building models that can perform a certain task often starts with developing a dataset that exhibits the phenomena we seek to represent. With regards to common sense reasoning, there have been a score of different datasets published that test what could be regarded as this reasoning ability. These include:
CLEVR. A dataset for performing spatial reasoning about images. Very soon after being released, DeepMind achieved super-human performance on the dataset with a fairly simple architecture. Here’s an example of an image from the dataset:
SNLI and SWAG. Both datasets that deal with natural language inference, which a flavor of language-based common sense reasoning. SWAG was released in Aug. 2018, and the dataset has some pretty challenging examples! It’ll be interesting to see what types of models we can build to solve these problems.
The landscape of modeling common sense reasoning is still very much unexplored. But it is certainly a holy grail for both cognitive scientists and AI researchers!
Interested in learning more about machine learning? Check out my app available for iOS and Android.
6k Views · View 108 Upvoters · View Sharers",Mihail Eric,Can we conceptually model common sense through machine learning?,Artificial Intelligence
51,"Most people who know me know I hate Tensorflow
I don’t just not recommend it, I HATE it. I implore you to not use Tensorflow. Using it just extends the inevitable death and adds to the confusion, like this question. The AI community will be much better off with Tensorflow being gone. The only reason it is used at all is because of the Google brand.
THE ONLY REASON IT IS USED = GOOGLE BRAND-GOO-GOO-NOOB-NOOB
For ALL of the reasons you would pick a language I feel like Tensorflow fails on most reasons I can think of. For example: intuitive exception handling, installation process, performance, multi-gpu scaling, multi-node performance, code complexity, keeping up with the latest & greatest Nivida enhancements. If I was a professor and one of my students wrote Tensorflow I would want to fail them. See how much I hate it?
Keras on the other hand is THE best platform for a beginner hands down. Ironically, the creator of Keras, François Chollet, works at Google (Tensorflow). He is a great developer. His code is intuitive, it makes sense. There is a reason Keras is as popular as it is, and it didn’t need the Google brand to put strings on it to told it up either.
With Keras you can use multiple-backends. Unfortunately, the default backend is Tensorflow, and one of my favorite ones, Theano has been discontinued. The good news is you have other backends like CNTK, and MXNET. I have played with the MXNET backend and it was great. The performance and multi-GPU scaling were very intuitive.
I’ve been waiting all year for them to bring it up-to-date with Keras 2.2 and they finally have. I think you’ll see most people switching the backend of Keras over now:
Announcing Keras-MXNet v2.2 – Apache MXNet – Medium
awslabs/keras-apache-mxnet
There is also a good book here for Keras by the author:
https://www.amazon.com/Deep-Lear...
** PyTorch: I think Keras is further along with some of their functionality. Having modified Keras to do custom things I think it can very easily be modified. I haven’t modified PyTorch, but when I used to work with Torch… I didn’t like Torch so maybe that is why I’ve hesitated. What argument would you make for PyTorch besides performance? I get all the performance I need with my MXNET recommendation.
27.4k Views · View 192 Upvoters · View Sharers",Ben Taylor,"As a beginner in AI, what tool should I focus to learn: Keras, TensorFlow or PyTorch in short and long terms?",Artificial Intelligence
52,"That there is no difference between perception and thinking and that we are making progress on building thinking machines. We’re not . We’re building artificial perception not artificial intelligence. It’s a good first step but there is a major difference. All animals perceive. Only humans really think. We still have no idea how to cross that divide.
Not understanding the difference between statistical learning and causal learning. Recent advancements in the mathematics of causality have yet to make their way into the learning of most AI researchers. I suspect it’s crucial that we do that if we want to go beyond bug level intelligence. Nearly every human thought is based on causal concepts.
That somehow a machine that learns something and can tinker with it’s programming will start learning exponentially. The singularity theory. That’s most unlikely and there is no support for anything like it. Human’s can tinker with out own learning mechanism and we don’t learn exponentially. Nor does it have anything to do with compute power. All that does is scale time. It doesn’t change the limitations of a learning algorithm.
That the recent advances in computer vision and perception through deep learning means we can forget (or never learn) everything we have learned about AI in the past. Deep learning neural nets are great. They do a few things very well. They likely aren’t the main advance needed for more general intelligence. And not knowing history means we will repeat the same mistakes unknowingly.
That these kinds of algorithms are going to cause unemployment. Jobs will change for sure and some people will have to find new ones. But that’s always true of technology. It isn’t really happening much faster than usual. I’m a consultant. I know how hard it is to change most of our client’s minds to swap 30 year old technology for 15 year old technology. It will take a long time for AI to make a significant change in job functions. It will raise net productivity which results in more wealth and more spending and therefore more demand which results in more overall jobs. That’s basic economics. Technological growth has never raised unemployment. Unless your job is classifying images into cats and dogs, you probably shouldn’t worry.
(Bonus). Many AI researchers, particularly the young ones, only know this kind of research environment. They don’t understand how it compares to other types of more productive research environments. What they don’t understand is that it is in a phase of messy, broad exploration not a phase of steady advance where key ideas are being built on top of other key ideas. The academic research on AI right now is low signal-to-noise just as it has been several times in the past. Media coverage is the same. Unless the field starts to discover firm principles, usually backed by mathematics, it’s likely to peter out just like previous waves of AI over-excitement.
8.1k Views · View 104 Upvoters · View Sharers · Answer requested by
Khuê Minh Lê",David Johnston,What are the top 5 misconceptions surrounding Artificial Intelligence and Machine Learning?,Artificial Intelligence
53,"AI develops faster than you can imagine. Here are some interesting facts about artificial intelligence.
1. A British mathematician named Alan Turing is one of the founding fathers of the theory and development of artificial intelligence. In the 1950s, he invented the test (Turing test) to prove that the machine demonstrates artificial intelligence. The test helps a person assessing AI to understand whether AI can think. Based on the questions that the bot answers, a person can determine whether the bot has behaved sufficiently intellectually to be equivalent or indistinguishable from human behavior.
2. In 1996, Deep Blue, which was developed by IBM, lost to Russian chess player Gary Kasparov. What's more surprising: the fact that the program could calculate 200 million possible moves, or that Kasparov could still outsmart the vehicle?
3. The success of Deep Blue spawned the IBM Watson supercomputer, which was explicitly designed to compete with champions. At the moment, Watson is used in many areas, including helping people learn how to prepare a variety of dishes. You can check out our blog for similar stories https://jccbowers.com/blog/
4. There are several different types of artificial intelligence. One of them is called Expert Systems. This type of artificial intelligence is based on knowledge and is designed to display and imitate aspects of rational behavior. Ultimately, the purpose of this type of AI is to emulate the human abilities of perception and cognition. Video games, used by millions of people every day, use this type of AI.
5. Sony Aibo was one of the first ""toys"" that you could buy and interact with AI. Aibo is a robotic dog that can explore anything, play and express emotions such as sadness and happiness. One of his unique features was that he could even recognize his owner! A modern and more expensive version is the Manobot robot Softbank's Pepper.
6. Autonomous vehicles - this is one of the most relevant topics in our days. This is the future of transport. They rely on artificial intelligence to recognize and adapt to driving conditions and behavior. This is something we are working on at https://jccbowers.com
7. Facebook and Twitter are two companies that use AI to compare people with relevant content on the relevant sites. Google was one of the first to improve the use of AI to help people find information that they are looking for. Meanwhile, Facebook uses AI to sift through their information to keep them up to date on any alarming issues. Another very well known feature would be facial recognition. It studies and learns facial features to be later able to recognize you in another photo.
8. You can interact with artificial intelligence much more than you think. There are hundreds of millions of them, including personalized assistants on our mobile phones, such as Siri and Cortana. We use them to find time for a movie and a gas station nearby or a weather forecast. We are also working on an AI program to help you connect with your vehicle. Rolling up your windows when it rains, turning the vehicle on and starting the heater before your morning commute or just informing you of an upcoming oil change is a few of the things “Cobie” will be able to do for you.
9. Our future, of course, is intertwined with artificial intelligence. It is inevitable that it will exceed the abilities of man, but most of its skills will also improve our lives.
10. ""Quantum Artificial Intelligence"" will use AI for advanced medications in medicine or mapping an even more significant part of the universe.
About JCC Bowers
JCC Bowers is a UK-based technology solutions provider for Connected, Intelligent, and Autonomous systems for a variety for transportation industries, including automotive, aerospace, nautical, agriculture, and defense. The company’s suite of products enables major existing industry participants to bridge legacy technological shortfalls and address the coming digital convergence through previously unimaginable Connected, Intelligent and Autonomous capabilities. | https://jccbowers.com
14.9k Views · View 56 Upvoters · View Sharers",Miguel Murillo,What are the interesting facts about AI?,Artificial Intelligence
54,"When I was in college, I was fortunate to work with a professor whose first name is Christopher. He goes by Chris, and some of his students occasionally misspell his name into Christ. Once this happened on Twitter, and a random guy replied:
Nail him on the cross… -entropy.
So, cross-entropy clearly made a cool machine learning pun. You should use cross-entropy in your next joke!
Okay, enough jokes. Cross-entropy loss is generally used as a loss function for classification problem. The assumption is that your model predicts a probability distribution
𝑝(𝑦=𝑖)
p
for each class
𝑖=1,2,…,𝐶
i
. If the correct class is c, then the cross-entropy loss is
=−
∑
𝐶
𝑖=1
1[𝑖=𝑐]log𝑝(𝑦=𝑖)=−log𝑝(𝑦=𝑐)
L
This loss works well in practice, meaning that, ignoring whatever maths I wrote below, most of the time, just using this loss function to train your ML model will make it work relatively well.
Now, this cross-entropy loss function has several deeper interpretations. Here is my favorite one.
We assume that for each input to an ML model, there is an optimal distribution of the correct class. That is, for example, if a model sees an image of a car, then even though it should assign a high probability for the class car, it should ideally assign a higher probability to the class horse than to the class snake, because a car looks more like a horse than like a snake. Let’s call this optimal distribution
𝑝
∗
p
.
The purpose of the process of training a machine learning model is to minimize the Kullback-Leibler divergence from
𝑝
∗
p
to
𝑝
p
. The formula is:
=−
∑
𝐶
𝑖=1
𝑝
∗
(𝑦=𝑖)log
𝑝(𝑦=𝑖)
𝑝
∗
(𝑦=𝑖)
L
=−
∑
𝐶
𝑖=1
𝑝
∗
(𝑦=𝑖)log𝑝(𝑦=𝑖)+
∑
𝐶
𝑖=1
𝑝
∗
(𝑦=𝑖)log
𝑝
∗
(𝑦=𝑖)
=
Now because
𝑝
∗
p
has nothing to do with your model, the optimization process does not care about the second term above. Thus, the objective becomes:
=−
∑
𝐶
𝑖=1
𝑝
∗
(𝑦=𝑖)log𝑝(𝑦=𝑖)
L
Unfortunately, this optimal distribution is not given in your training data (it’s too hard and expensive to collect). Thus, people use
𝑝
̂ 
∗
(𝑦=𝑖)=1[𝑖=𝑐]
p
, that is, all the probability mass concentrates into the correct class.
This is not ideal, as Hinton et al (2015) figured out in a technique called knowledge distillation, a better distribution
𝑝
∗
p
can lead to better results, but that is for another story. If you substitute
𝑝
̂ 
∗
p
into the equation above, you will have the cross-entropy loss. You should use cross-entropy loss when you don’t have a better
𝑝
∗
p
. It’s not ideal, but it works reasonably well.
Edit: (also written in a comment). Another interpretation of the cross-entropy loss function.
Another interpretation of cross-entropy is from reinforcement learning. Assume that you sample the correct class from your model’s distribution, similar to the way you would sample an action from a reinforcement learning policy. Your correct “action”, i.e. the correct class, gets you a reward of 1, while other actions gets you a reward of 0.
The REINFORCE equation says that your gradient with respect to the expected reward is
∇
𝜃
𝔼
𝑎∼𝑝(𝑎;𝜃)
[𝑅(𝑎)]=
𝔼
𝑎∼𝑝(𝑎;𝜃)
[𝑅(𝑎)
∇
𝜃
log𝑝(𝑎;𝜃)]
The full evaluation of the expectation on the right-hand side gives you the negative cross-entropy loss. However, in RL, you maximize the expected reward, so you get the idea ^_^
This interpretation suggests that you can approximate the cross-entropy loss the same way you would do Monte-Carlo approximation in RL. This approach is extremely helpful when the number of your classes is large, e.g. the vocabulary for neural machine translation (NMT). In fact, this has been done in the context of language model, under the name noise contrastive estimation, as well as in the context of neural machine translation .
Another possible improvement from RL is that you can somehow apply actor-critic. I’m working on this, so please do not scoop me. I’m just a poor grad student…
Yet, another possible improvement is that you can also improve your “reward”, because 0/1 seems very crude.
11.6k Views · View 112 Upvoters · View Sharers",Hieu Pham,When should you use cross entropy loss and why?,Artificial Intelligence
55,"To answer this question, lets revisit the components of an MDP, the most typical decision making framework for RL.
An MDP is typically defined by a 4-tuple
(𝑆,𝐴,𝑅,𝑇)
(
where
𝑆
S
is the state/observation space of an environment
𝐴
A
is the set of actions the agent can choose between
𝑅(𝑠,𝑎)
R
is a function that returns the reward received for taking action
𝑎
a
in state
𝑠
s

𝑇(
𝑠
′
|𝑠,𝑎)
T
is a transition probability function, specifying the probability that the environment will transition to state
𝑠
′
s
if the agent takes action
𝑎
a
in state
𝑠
s
.
Our goal is to find a policy
𝜋
π
that maximizes the expected future (discounted) reward.
Now if we know what all those elements of an MDP are, we can just compute the solution before ever actually executing an action in the environment. In AI, we typically call computing the solution to a decision-making problem before executing an actual decision planning. Some classic planning algorithms for MDPs include Value Iteration, Policy Iteration, and whole lot more.
But the RL problem isn’t so kind to us. What makes a problem an RL problem, rather than a planning problem, is the agent does *not* know all the elements of the MDP, precluding it from being able to plan a solution. Specifically, the agent does not know how the world will change in response to its actions (the transition function
𝑇
T
), nor what immediate reward it will receive for doing so (the reward function
𝑅
R
). The agent will simply have to try taking actions in the environment, observe what happens, and somehow, find a good policy from doing so.
So, if the agent does not know the transition function
𝑇
T
nor the reward function
𝑅
R
, preventing it from planning a solution out, how can it find a good policy? Well, it turns out there are lots of ways!
One approach that might immediately strike you, after framing the problem like this, is for the agent to learn a model of how the environment works from its observations and then plan a solution using that model. That is, if the agent is currently in state
𝑠
1
s
, takes action
𝑎
1
,
a
and then observes the environment transition to state
𝑠
2
s
with reward
𝑟
2
r
, that information can be used to improve its estimate of
𝑇(
𝑠
2
|
𝑠
1
,
𝑎
1
)
T
and
𝑅(
𝑠
1
,
𝑎
1
)
R
, which can be performed using supervised learning approaches. Once the agent has adequately modelled the environment, it can use a planning algorithm with its learned model to find a policy. RL solutions that follow this framework are model-based RL algorithms.
As it turns out though, we don’t have to learn a model of the environment to find a good policy. One of the most classic examples is Q-learning, which directly estimates the optimal Q-values of each action in each state (roughly, the utility of each action in each state), from which a policy may be derived by choosing the action with the highest Q-value in the current state. Actor-critic and policy search methods directly search over policy space to find policies that result in better reward from the environment. Because these approaches do not learn a model of the environment they are called model-free algorithms.
So if you want a way to check if an RL algorithm is model-based or model-free, ask yourself this question: after learning, can the agent make predictions about what the next state and reward will be before it takes each action? If it can, then it’s a model-based RL algorithm. if it cannot, it’s a model-free algorithm.
This same idea may also apply to decision-making processes other than MDPs.
29.2k Views · View 206 Upvoters · Answer requested by
Daniel Yamins",James MacGlashan,What is the difference between model-based and model-free reinforcement learning?,Artificial Intelligence
56,"Generally 3 properties are expected from activation function:
nonlinearity - that is crucial property of activation function. Thanks to that neural network can be used to solved nonlinear problems.
continuously differentiable – which means that we have a continuous first order derivative. It is desirable property for enabling gradient-based optimization methods. Activation function which is continuously differentiable does not make any problems for gradient-based optimization methods.
monotonic – it helps the neural network to converge easier into an more precise model.
ReLU is nonlinear and monotonic. But it is not continuously differentiable. Other activation functions, like sigmoid and tanh, have all the 3 properties. So why the ReLU is so popular (and why it works so well)?
To find the answer it is sufficient to compare formulas and shapes of the typical activation function:
A deeper look can give us and idea what are the advantages of ReLU function. Which are:
Activation functions like sigmoid, tanh or softsign suffer from vanishing gradient problem. Both end of these curves are ‘almost-horizontal’. Gradient values at these parts of the curve are very small or have vanished. Because of that the network refuses to learn further or the learning is drastically slow. Rectifier does not suffer from this. However, it has another problem - dying ReLU problem. For argument lower than 0 the gradient vanishing. Neurons which went into that state stop responding to changes in input or error ( simply because gradient is 0, nothing changes ). A solution for that problem are ReLU modification mentioned above (Noisy ReLU, Leaky ReLU, ELU).
Rectifiers are faster. Simply because they involve simpler mathematical operations. They do not require any normalization and exponential computation (such as those required in sigmoid or tanh activation functions). The training of neural network based on ReLU can be faster up to 6 times in comparison to other activation functions ( see http://www.cs.toronto.edu/~fritz...).
References:
What is the purpose of rectifier functions in neural networks?
Introduction to Different Activation Functions for Deep Learning
36.5k Views · View 206 Upvoters · View Sharers",Tomasz Bąk,Why is ReLU the most common activation function used in neural networks?,Artificial Intelligence
